Minimum Spanning Tree:
Edge: 11 - 39 Weight: 1
Edge: 8 - 3 Weight: 1
Edge: 27 - 17 Weight: 1
Edge: 28 - 50 Weight: 1
Edge: 0 - 2 Weight: 1
Edge: 4 - 3 Weight: 1
Edge: 6 - 50 Weight: 1
Edge: 13 - 22 Weight: 1
Edge: 14 - 7 Weight: 1
Edge: 31 - 9 Weight: 1
Edge: 36 - 35 Weight: 1
Edge: 16 - 10 Weight: 1
Edge: 5 - 20 Weight: 1
Edge: 12 - 23 Weight: 1
Edge: 25 - 20 Weight: 1
Edge: 7 - 16 Weight: 1
Edge: 44 - 50 Weight: 1
Edge: 27 - 15 Weight: 1
Edge: 15 - 49 Weight: 1
Edge: 7 - 19 Weight: 1
Edge: 15 - 8 Weight: 2
Edge: 3 - 7 Weight: 2
Edge: 0 - 4 Weight: 2
Edge: 3 - 1 Weight: 2
Edge: 23 - 21 Weight: 2
Edge: 11 - 49 Weight: 2
Edge: 26 - 2 Weight: 2
Edge: 45 - 38 Weight: 2
Edge: 20 - 27 Weight: 2
Edge: 44 - 23 Weight: 2
Edge: 18 - 5 Weight: 2
Edge: 40 - 50 Weight: 2
Edge: 8 - 29 Weight: 2
Edge: 24 - 21 Weight: 3
Edge: 9 - 13 Weight: 3
Edge: 21 - 26 Weight: 3
Edge: 34 - 38 Weight: 3
Edge: 5 - 22 Weight: 3
Edge: 34 - 50 Weight: 3
Edge: 39 - 47 Weight: 3
Edge: 15 - 33 Weight: 3
Edge: 48 - 50 Weight: 4
Edge: 30 - 50 Weight: 4
Edge: 35 - 3 Weight: 4
Edge: 42 - 50 Weight: 5
Edge: 38 - 32 Weight: 6
Edge: 46 - 50 Weight: 6
Edge: 37 - 0 Weight: 6
Edge: 41 - 39 Weight: 7
Edge: 43 - 41 Weight: 9
Edge: 74 - 81 Weight: 77
Edge: 88 - 0 Weight: 77
Edge: 80 - 66 Weight: 77
Edge: 83 - 68 Weight: 77
Edge: 73 - 50 Weight: 84
Edge: 40 - 92 Weight: 85
Edge: 80 - 1 Weight: 88
Edge: 53 - 82 Weight: 88
Edge: 27 - 56 Weight: 88
Edge: 22 - 70 Weight: 88
Edge: 87 - 47 Weight: 88
Edge: 30 - 62 Weight: 88
Edge: 24 - 52 Weight: 89
Edge: 28 - 57 Weight: 89
Edge: 30 - 51 Weight: 90
Edge: 64 - 96 Weight: 90
Edge: 81 - 70 Weight: 91
Edge: 33 - 55 Weight: 91
Edge: 37 - 59 Weight: 91
Edge: 58 - 44 Weight: 92
Edge: 83 - 91 Weight: 92
Edge: 49 - 78 Weight: 92
Edge: 50 - 67 Weight: 92
Edge: 86 - 39 Weight: 92
Edge: 99 - 88 Weight: 94
Edge: 68 - 80 Weight: 95
Edge: 64 - 81 Weight: 96
Edge: 69 - 95 Weight: 96
Edge: 97 - 94 Weight: 97
Edge: 99 - 94 Weight: 97
Edge: 60 - 42 Weight: 99
Edge: 63 - 15 Weight: 99
Edge: 77 - 4 Weight: 100
Edge: 84 - 93 Weight: 102
Edge: 85 - 41 Weight: 102
Edge: 28 - 90 Weight: 102
Edge: 39 - 82 Weight: 105
Edge: 76 - 23 Weight: 105
Edge: 54 - 66 Weight: 111
Edge: 72 - 14 Weight: 111
Edge: 92 - 84 Weight: 111
Edge: 33 - 98 Weight: 117
Edge: 21 - 95 Weight: 120
Edge: 79 - 80 Weight: 120
Edge: 71 - 19 Weight: 122
Edge: 57 - 75 Weight: 124
Edge: 22 - 89 Weight: 130
Edge: 65 - 91 Weight: 132
Edge: 76 - 61 Weight: 133

Trace of Kruskal's Algorithm:
Edge: 2 - 30 Weight: 175 - Rejected
Edge: 39 - 33 Weight: 175 - Rejected
Edge: 52 - 94 Weight: 175 - Rejected
Edge: 70 - 97 Weight: 175 - Rejected
Edge: 23 - 12 Weight: 175 - Rejected
Edge: 40 - 33 Weight: 175 - Rejected
Edge: 35 - 9 Weight: 175 - Rejected
Edge: 38 - 25 Weight: 160 - Rejected
Edge: 38 - 21 Weight: 160 - Rejected
Edge: 8 - 20 Weight: 160 - Rejected
Edge: 78 - 15 Weight: 160 - Rejected
Edge: 88 - 50 Weight: 160 - Rejected
Edge: 12 - 2 Weight: 160 - Rejected
Edge: 12 - 4 Weight: 160 - Rejected
Edge: 3 - 42 Weight: 160 - Rejected
Edge: 98 - 85 Weight: 160 - Rejected
Edge: 4 - 42 Weight: 160 - Rejected
Edge: 48 - 10 Weight: 160 - Rejected
Edge: 58 - 45 Weight: 160 - Rejected
Edge: 28 - 40 Weight: 160 - Rejected
Edge: 98 - 35 Weight: 160 - Rejected
Edge: 68 - 30 Weight: 160 - Rejected
Edge: 49 - 18 Weight: 150 - Rejected
Edge: 16 - 88 Weight: 150 - Rejected
Edge: 90 - 17 Weight: 150 - Rejected
Edge: 19 - 13 Weight: 150 - Rejected
Edge: 74 - 12 Weight: 150 - Rejected
Edge: 10 - 37 Weight: 150 - Rejected
Edge: 66 - 33 Weight: 150 - Rejected
Edge: 70 - 40 Weight: 150 - Rejected
Edge: 74 - 12 Weight: 150 - Rejected
Edge: 76 - 98 Weight: 150 - Rejected
Edge: 5 - 11 Weight: 150 - Rejected
Edge: 60 - 12 Weight: 150 - Rejected
Edge: 39 - 8 Weight: 150 - Rejected
Edge: 66 - 33 Weight: 150 - Rejected
Edge: 2 - 8 Weight: 150 - Rejected
Edge: 36 - 34 Weight: 150 - Rejected
Edge: 2 - 8 Weight: 150 - Rejected
Edge: 40 - 42 Weight: 150 - Rejected
Edge: 16 - 39 Weight: 150 - Rejected
Edge: 74 - 12 Weight: 150 - Rejected
Edge: 70 - 47 Weight: 150 - Rejected
Edge: 35 - 34 Weight: 150 - Rejected
Edge: 76 - 2 Weight: 150 - Rejected
Edge: 66 - 92 Weight: 150 - Rejected
Edge: 15 - 39 Weight: 150 - Rejected
Edge: 80 - 32 Weight: 150 - Rejected
Edge: 3 - 6 Weight: 150 - Rejected
Edge: 46 - 93 Weight: 150 - Rejected
Edge: 6 - 29 Weight: 150 - Rejected
Edge: 20 - 22 Weight: 150 - Rejected
Edge: 50 - 27 Weight: 150 - Rejected
Edge: 30 - 7 Weight: 150 - Rejected
Edge: 8 - 97 Weight: 148 - Rejected
Edge: 8 - 97 Weight: 148 - Rejected
Edge: 8 - 97 Weight: 148 - Rejected
Edge: 8 - 97 Weight: 148 - Rejected
Edge: 68 - 76 Weight: 147 - Rejected
Edge: 67 - 73 Weight: 147 - Rejected
Edge: 68 - 76 Weight: 147 - Rejected
Edge: 68 - 76 Weight: 147 - Rejected
Edge: 61 - 96 Weight: 146 - Rejected
Edge: 61 - 96 Weight: 146 - Rejected
Edge: 61 - 96 Weight: 146 - Rejected
Edge: 61 - 96 Weight: 146 - Rejected
Edge: 31 - 10 Weight: 145 - Rejected
Edge: 31 - 10 Weight: 145 - Rejected
Edge: 31 - 10 Weight: 145 - Rejected
